,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
34,0.507,0.102,109.121,0.0285,0.758,0.237,0.507,158981,-13.305,0.179,1qzOcN3cn0WHiPOQRWnu3w,Energetic
35,0.844,0.0827,119.042,0.0374,0.395,0.933,0.64,352247,-8.412,0.364,2hNTfrAILBLesbPootV83e,Energetic
36,0.59,0.0685,117.006,0.0464,0.23,0.834,0.693,475480,-7.232,0.237,6BbFwwHnzY74a8GOsDg8Sn,Energetic
37,0.423,0.0924,124.962,0.0369,0.837,0.966,0.441,268893,-9.435,0.159,0f3G1ecfRIffW1qhQt1lEG,Energetic
38,0.739,0.171,124.75,0.0718,0.0237,0.607,0.529,237547,-9.578,0.138,5DAjrJqXqYtgr67pVhmUeR,Energetic
39,0.653,0.112,117.999,0.0396,0.0281,0.858,0.656,307328,-11.883,0.199,3AW6V6zWH45jI7eNPnSDfT,Energetic
40,0.584,0.16,128.012,0.0287,0.224,0.714,0.447,165516,-7.308,0.181,3J2MMi0dCUdUBzzKQ0ipXB,Energetic
41,0.394,0.0988,81.988,0.0641,0.513,0.00155,0.416,237008,-9.269,0.131,1msfqzqHggvi1mlCT4Z7O5,Energetic
42,0.422,0.395,150.026,0.0707,0.26,0.223,0.791,248000,-7.737,0.499,5HEpukkNnxdPAV9zsgDLOx,Energetic
43,0.647,0.0667,124.997,0.126,0.0429,0.815,0.822,493511,-12.897,0.438,7I3BOAERAtfQG3Fkht5Kpi,Energetic
44,0.557,0.368,94.484,0.0392,0.00122,0.00376,0.477,303987,-8.593,0.0737,7G9nspS5rMqbRY0XEx2s0q,Energetic
45,0.515,0.102,127.001,0.0646,0.159,0.769,0.755,478183,-11.413,0.27,1UmLoPCg5kLMm3ROuHrZey,Energetic
46,0.202,0.0782,211.863,0.231,0.772,0.897,0.726,365695,-14.214,0.682,6FwRu39rhgBnYzZSXDSmLH,Energetic
47,0.387,0.0818,111.98,0.279,0.0755,0.861,0.723,353814,-12.039,0.133,2p6LQRALG9o3qKq8gOWX9f,Energetic
48,0.593,0.126,123.998,0.0298,0.00771,0.275,0.603,435484,-10.971,0.0986,0ZbsibQtb9M2N33y6FcyFh,Energetic
49,0.426,0.108,90.018,0.0392,0.00186,0.081,0.605,216000,-15.043,0.0708,3pmYKQY4NGqFIbAbB3YUL4,Energetic
50,0.692,0.098,131.694,0.0702,0.000696,0.766,0.591,178939,-7.817,0.547,1DH7pP36cZtRWRAynNSLeC,Energetic
51,0.461,0.103,98.998,0.0275,0.476,0.897,0.587,234688,-11.968,0.223,00DHieiDnak3hkU6Qa4yJQ,Energetic
52,0.39,0.0489,118.02,0.0976,0.071,0.747,0.881,440119,-10.675,0.607,1uBYrPtYmZ8cm3OYVBvSjk,Energetic
53,0.468,0.0794,121.001,0.0465,0.0543,0.804,0.826,468837,-8.595,0.203,5PRpTOhskrzzzPBUPXBltC,Energetic
54,0.681,0.0794,123.986,0.0317,0.0109,0.883,0.619,327097,-10.211,0.112,20KQjkNa6cZE8Mu5j6dSSS,Energetic
55,0.549,0.141,79.999,0.275,0.262,1.86e-06,0.61,240000,-8.98,0.38,6o5CnQ64kggC3sEnIUpEl5,Energetic
56,0.637,0.171,171.983,0.0509,0.21,0.704,0.709,262326,-8.392,0.817,4aOxQCKwOPVU2GICoIedp5,Energetic
57,0.532,0.359,171.957,0.226,0.338,0.883,0.591,203721,-7.509,0.254,4Z1xD1Wr3EF2uqgEODVPyH,Energetic
58,0.584,0.351,180.065,0.0667,0.268,0.606,0.605,228343,-8.083,0.58,3nKx86fcs8MYMydill0Sya,Energetic
59,0.495,0.109,125.996,0.0537,0.000806,0.772,0.571,413219,-7.927,0.074,7yRE5KBKSrntclxCKnlgYs,Energetic
60,0.775,0.0812,123.977,0.0437,0.0127,0.88,0.64,282645,-5.901,0.0973,2pAYGpDwOHSeBBBZttCXbs,Energetic
61,0.433,0.0553,99.996,0.0557,0.112,0.0233,0.833,230881,-7.003,0.256,5k88XtZ44NmyrrHdZ4Aeev,Energetic
62,0.83,0.115,124.009,0.0395,0.21,0.836,0.646,240000,-8.398,0.137,7LihoPgTF9hnxMh9lRTNkA,Energetic
63,0.575,0.0877,126.012,0.0693,0.000425,0.891,0.836,465713,-8.584,0.896,4aQKtoGs97E1juXc6SPWAd,Energetic
64,0.845,0.111,128.016,0.0804,0.00226,0.289,0.775,397500,-5.167,0.636,64Lleq4Cgz6lV0GZZnBi96,Energetic
65,0.433,0.198,113.508,0.0419,0.0123,0.143,0.45,254118,-10.839,0.0393,3gE9U5mNrJewDXN1wU7d8x,Energetic
66,0.489,0.106,92.992,0.0353,0.716,0.743,0.568,230342,-11.22,0.0387,287rRN24HNx4pNs0rwNQt8,Energetic
67,0.469,0.0724,176.934,0.0784,0.024,0.179,0.55,238341,-10.167,0.178,4brK3gpPjXArNUlU1hBXTe,Energetic
68,0.486,0.0753,123.981,0.1,0.000632,0.534,0.811,418117,-10.434,0.947,1TGCzulTWEOwqpp77eD6CD,Energetic
69,0.417,0.0696,92.008,0.0581,0.0907,0.224,0.839,251394,-10.371,0.601,510dqT7HRHtKYysY7CGEmL,Energetic
70,0.592,0.119,99.996,0.136,0.0365,0.86,0.817,200567,-10.996,0.764,2QEEEOMWUxkrgFfr7DqwBb,Energetic
71,0.665,0.0994,111.188,0.0547,0.124,0.887,0.793,250653,-12.347,0.661,3wMH1fDMAiXkd116i6CmFp,Energetic
72,0.523,0.116,111.982,0.0556,0.298,0.829,0.884,398376,-10.747,0.563,1DVyQeQEHahLABVhsGzWXJ,Energetic
73,0.528,0.11,98.046,0.0262,0.407,0.677,0.692,144490,-9.514,0.703,35e7wuY5cGvECEa2rSktDk,Energetic
74,0.683,0.157,132.582,0.0282,0.0281,0.631,0.671,225992,-9.331,0.317,5dJqwt6VSRxS8d2anUAhVc,Energetic
75,0.373,0.0873,118.989,0.0695,0.0118,0.614,0.758,361307,-16.452,0.463,2IO8CTPvNOr5FwM6j69CrA,Energetic
76,0.303,0.09,103.553,0.0308,0.776,0.948,0.595,187868,-14.886,0.0999,6jdhWs6kZzJqNkyWyo4sQE,Energetic
77,0.308,0.109,108.124,0.0414,0.908,0.943,0.474,202000,-13.641,0.0361,6Jk2v09KNcSRHr2qj1vi9c,Energetic
78,0.422,0.099,100.023,0.109,0.891,0.696,0.602,274668,-14.759,0.0459,6wjKfPVUkSvZHbt9iN7fug,Energetic
79,0.454,0.344,90.034,0.0435,0.13,0.235,0.631,244243,-13.646,0.0457,3tI6zVTC0gBjOi6FvUN4we,Energetic
80,0.831,0.0695,142.034,0.0694,0.254,0.507,0.802,195216,-4.682,0.455,5U0Yohzawdf3RERzPSHmzZ,Energetic
81,0.519,0.125,100.01,0.0661,0.000191,0.885,0.326,254320,-7.663,0.152,5USUB23qB8ryBfC8SCsxHY,Energetic
82,0.576,0.0811,115.227,0.0485,0.000202,0.894,0.239,143913,-11.434,0.0396,405OiJ7G9xZ8oZPaiJtElJ,Energetic
83,0.62,0.118,104.95,0.0698,0.168,0.000989,0.733,226857,-8.556,0.122,5ffwgrvw4tVlhFcI8efviN,Energetic
84,0.59,0.103,111.993,0.0458,0.364,0.769,0.726,216428,-8.367,0.355,5vnNLhEi7qpC2sXWvSQGOg,Energetic
85,0.483,0.134,96.029,0.0359,0.000196,0.557,0.694,220000,-7.157,0.132,2sKTYRCgUHXmIhI2hoBuZE,Energetic
86,0.724,0.133,122.993,0.0428,0.0889,0.82,0.718,268451,-6.679,0.334,5q4dvuNkkunUT9gcfqkE05,Energetic
87,0.702,0.074,121.039,0.0444,0.0136,0.924,0.712,359227,-7.129,0.655,3xbonQCBlfpOis6FTdfYfT,Energetic
88,0.281,0.11,159.794,0.161,0.17,0.000267,0.522,240750,-11.425,0.191,6TNRjp1NSJTbehg6GtaAvJ,Energetic
89,0.628,0.193,125.043,0.0752,0.0358,0.00898,0.612,228155,-6.754,0.434,1pqOdQkmYdM7AUM1q3L1mN,Energetic
90,0.713,0.633,150.066,0.0584,0.245,0.659,0.726,193600,-8.425,0.488,3UFBzICFstCzMAy9SgLbJr,Energetic
91,0.603,0.156,75.058,0.0309,0.0026,0.0125,0.427,184000,-7.812,0.178,64LxDEEDDtQfb4bTadJsyX,Energetic
92,0.655,0.103,171.664,0.0769,0.302,0.0679,0.363,273904,-6.582,0.0581,6MSd4awjGA81m2HP863Ip3,Energetic
93,0.743,0.115,81.01,0.323,0.0829,0.0916,0.662,173667,-6.769,0.148,3SW9dZS4Oj3AEKNpdTi1VH,Energetic
94,0.5,0.0896,119.998,0.0321,0.0161,0.698,0.663,216131,-11.933,0.237,72Bjz56peBcn2Dz9Is4rkv,Energetic
95,0.614,0.0961,85.027,0.0411,0.213,2.1e-06,0.485,183893,-5.701,0.221,0aCsQvJk7VXZ6HCHfV5vtj,Energetic
96,0.691,0.0995,119.996,0.0343,0.454,0.75,0.592,341594,-9.03,0.234,3OhwaetItNaTXxn0mr9SkN,Energetic
97,0.802,0.18,92.984,0.0566,0.0184,0.902,0.704,201290,-6.666,0.198,2153LlVtgMJwSRdcLop21z,Energetic
98,0.857,0.0788,125.991,0.0638,0.225,0.706,0.843,203819,-4.238,0.186,4XEg8Ej8iOEpFaEqjaqe44,Energetic
99,0.488,0.113,119.973,0.0492,0.755,0.668,0.736,313823,-7.658,0.641,4aWNqZle2VyNW19yZ8MbLN,Energetic
0,0.148,0.0961,143.578,0.0339,0.603,0.848,0.413,87500,-19.361,0.0574,04JXK1GuqYWZHaRPpdIiv9,Relaxing
1,0.0367,0.108,139.73,0.0398,0.701,0.823,0.166,85714,-26.202,0.135,4525Hx49ZxzUeeaKrlYlaS,Relaxing
2,0.0551,0.125,87.327,0.038,0.937,0.855,0.222,102857,-24.982,0.0377,23rqBG7JfLr8TUXuuCGhma,Relaxing
3,0.00279,0.0994,73.189,0.039,0.991,0.936,0.344,85926,-30.108,0.393,0xlX5qEah0o5R4TIktSEOG,Relaxing
4,0.00128,0.11,70.752,0.0867,0.995,0.978,0.469,63333,-34.908,0.0,2M2TSXsNP1l1oW2CFXhgBu,Relaxing
5,0.0324,0.105,70.347,0.146,0.996,0.973,0.643,65143,-33.048,0.0,3uUh1YcGhUqkmRUzEqCOiC,Relaxing
6,0.00152,0.107,69.666,0.0641,0.996,0.973,0.573,69429,-37.672,0.898,4ybCihmUckfn3u8yOrRqLC,Relaxing
7,0.0345,0.114,69.922,0.0422,0.996,0.973,0.641,66857,-35.587,0.934,0mEfx07KcDFUKNrU16Bk5N,Relaxing
8,0.000871,0.118,71.323,0.193,0.995,0.969,0.535,66667,-36.857,0.0,2cQGtXBC1JrANk7o4rESD0,Relaxing
9,0.146,0.0957,73.963,0.0373,0.893,0.725,0.248,94648,-21.551,0.0353,1GwaCX84BPG0GRoC0zIa9P,Relaxing
10,0.12,0.0916,70.212,0.0334,0.756,0.888,0.287,85714,-23.17,0.0402,2MuaFOZj37wxfuE5owVhF9,Relaxing
11,0.00721,0.107,85.065,0.0361,0.978,0.894,0.507,97037,-26.424,0.039,5FiIDwTS9PJKMy2fcKp0k1,Relaxing
12,0.176,0.0739,70.262,0.0359,0.944,0.809,0.156,87887,-22.964,0.127,24Q3JyGSmQNM1XiXyZcshq,Relaxing
13,0.0415,0.112,67.435,0.0392,0.952,0.975,0.182,89143,-26.378,0.0376,67RoG8WRlEzSusTEDRcPdb,Relaxing
14,0.0359,0.123,70.31,0.0471,0.994,0.934,0.419,94737,-25.45,0.359,4EeSyjkNQyxVgps0FGu2LP,Relaxing
15,0.0604,0.141,79.958,0.0324,0.973,0.494,0.515,72000,-23.755,0.175,1UuovFMJZO3lThwwVBafbN,Relaxing
16,0.0157,0.08,139.937,0.0353,0.962,0.928,0.546,99429,-23.15,0.21,5KEm9mvIwaLf0mQ1M4AYLz,Relaxing
17,0.0796,0.072,70.316,0.0303,0.945,0.955,0.215,120000,-23.323,0.0394,63srq70JClmi80OC6X7J5g,Relaxing
18,0.131,0.0968,76.095,0.0438,0.875,0.795,0.189,96000,-24.596,0.0368,7dDvxTzHJLfIgZriRfhOLB,Relaxing
19,0.18,0.116,62.392,0.0433,0.628,0.822,0.202,90435,-22.992,0.0307,0ujfGX9iCJZzqWlkKoFVdc,Relaxing
20,0.0524,0.0867,149.793,0.0335,0.958,0.762,0.262,89600,-24.711,0.037,03zDDHNSpm6ayF8zXbxwvz,Relaxing
21,0.197,0.0932,72.954,0.0477,0.561,0.983,0.226,105205,-23.16,0.0274,5LIWgEi2xDPGLNxtVocksn,Relaxing
22,0.0936,0.0936,73.925,0.0397,0.862,0.785,0.148,103333,-28.659,0.0361,2GgmYWk2zlMNnfyNY1hz23,Relaxing
23,0.106,0.105,71.725,0.0371,0.883,0.71,0.205,110000,-24.15,0.039,469IscYwMjAgAlR7Z5y0Vw,Relaxing
24,0.0782,0.0989,66.065,0.0384,0.968,0.963,0.231,99200,-26.117,0.031,7vYPrJgPqfGhsOfkL0okpf,Relaxing
25,0.129,0.0767,140.158,0.0338,0.99,0.934,0.411,102857,-21.368,0.205,26uvmHRLvY2VWgcH8I4lS2,Relaxing
26,0.0148,0.102,81.671,0.046,0.995,0.881,0.635,84304,-26.897,0.46,6DH7CWK3fKjCH33GkJvhoN,Relaxing
27,0.178,0.0668,73.234,0.0368,0.931,0.854,0.224,98630,-21.753,0.0392,5yIbgGtGi7d65Os51YvVVZ,Relaxing
28,0.114,0.0957,66.43,0.0441,0.981,0.97,0.127,115200,-26.26,0.0372,14PxQSLWQxUQvIFcP3uQas,Relaxing
29,0.106,0.0808,70.785,0.0444,0.969,0.963,0.191,99429,-27.305,0.0323,6KImaBgqBj8HdXBQVPEIup,Relaxing
30,0.119,0.0851,84.932,0.0503,0.905,0.941,0.175,96000,-22.492,0.0281,0x5bRvUlDk1rmzMorvUxYR,Relaxing
31,0.175,0.0982,142.857,0.0451,0.868,0.857,0.15,128451,-23.606,0.102,1ziqGVefdg2e0FmgCsZP0i,Relaxing
32,0.11,0.12,76.131,0.0479,0.909,0.894,0.155,94648,-24.356,0.0365,2S5YfHhXQX5uNxAmWTjIJ3,Relaxing
33,0.118,0.101,83.075,0.0364,0.962,0.959,0.203,89143,-25.76,0.0382,0NaUuX5de2UDdnMHuJHW03,Relaxing
34,0.0805,0.095,73.269,0.0421,0.957,0.97,0.193,91268,-25.656,0.05,7dmTVe7uWD4K6afhJt7Lfs,Relaxing
35,0.221,0.106,65.123,0.0344,0.0536,0.828,0.197,92571,-18.945,0.139,0eQcEQpGfRuDUo00SsCiK8,Relaxing
36,0.148,0.181,127.074,0.0537,0.843,0.926,0.17,96000,-22.296,0.103,4DNSeJqArKV7exjSCFU4es,Relaxing
37,0.121,0.0965,72.272,0.0452,0.954,0.953,0.176,114930,-24.366,0.0499,2Bwta0kTrDd4Gss0IoNzxh,Relaxing
38,0.183,0.169,87.834,0.0387,0.875,0.939,0.192,96000,-23.161,0.0323,4FSLfHDKnnmxfskTPOBH9T,Relaxing
39,0.13,0.0997,76.295,0.0366,0.766,0.905,0.217,99429,-24.219,0.037,0Wjppz48V1KnrxR80CXE7I,Relaxing
40,0.147,0.105,72.447,0.0488,0.731,0.925,0.134,96000,-22.907,0.0345,00VetaoC8TaqvyumxJIXmx,Relaxing
41,0.0779,0.107,143.487,0.0349,0.972,0.88,0.257,90000,-24.761,0.0398,4bjRIPq0xdpy76bKpUFpbM,Relaxing
42,0.0616,0.114,64.448,0.0394,0.568,0.835,0.204,120000,-25.006,0.0439,7ApTnDx5BI8N92PFna9OR0,Relaxing
43,0.22,0.0888,133.184,0.0434,0.817,0.598,0.175,89143,-24.472,0.0314,3hS0Kv9bh6bSjiA9vb5JTF,Relaxing
44,0.0624,0.0924,66.675,0.0333,0.241,0.827,0.204,96000,-22.01,0.0433,0QPZOS0GApHTXjPb7tfYD0,Relaxing
45,0.186,0.125,76.264,0.0337,0.887,0.898,0.149,94648,-25.13,0.0803,0C8rPEfM8lZA05al27k0Pq,Relaxing
46,0.205,0.0918,140.353,0.0308,0.879,0.932,0.357,116571,-22.167,0.0618,5UZzBvSXjY2o5aKcPCIYEU,Relaxing
47,0.0318,0.0917,71.294,0.0381,0.949,0.877,0.2,121690,-26.218,0.0362,6nYg4DgEq6DlhpcWFNDyTl,Relaxing
48,0.215,0.112,67.083,0.0343,0.335,0.704,0.185,86956,-21.685,0.0357,45zotayJfPuVrGN6L7TmZh,Relaxing
49,0.0358,0.108,74.164,0.042,0.869,0.857,0.181,90811,-21.023,0.0646,3HvO0bTIyAMYyHbY1vD9aA,Relaxing
50,0.108,0.123,76.859,0.037,0.628,0.754,0.225,82286,-25.79,0.0399,3wBTiLb3ddU35dm2SNh4MW,Relaxing
51,0.041,0.07,70.038,0.0362,0.978,0.895,0.318,95143,-30.126,0.0415,4G0GaPSZViJnrXRpRFxxFh,Relaxing
52,0.0865,0.115,69.782,0.0379,0.895,0.575,0.21,88421,-25.304,0.0489,11x57xUo3O5NQV5MLGD6zw,Relaxing
53,0.127,0.0991,98.991,0.0376,0.956,0.771,0.233,91139,-21.851,0.0884,3v3EPJT1PIQQ3DICeBLpxH,Relaxing
54,0.139,0.0863,70.073,0.0313,0.826,0.867,0.329,96000,-23.53,0.0375,1GvBcoKn7J7swaqVPcowan,Relaxing
55,0.0477,0.108,73.003,0.0346,0.397,0.69,0.264,98630,-27.346,0.0659,4eW9R3LYXbSPWXrEnUPKdi,Relaxing
56,0.0467,0.115,80.01,0.0507,0.93,0.785,0.748,99000,-20.727,0.301,5KRryMDFDbpn9r8TjfT2MH,Relaxing
57,0.138,0.105,77.697,0.0431,0.821,0.967,0.0703,108169,-23.644,0.0365,0lgujOKZxSa241uY8kWp7Y,Relaxing
58,0.104,0.13,91.329,0.0392,0.766,0.95,0.202,114930,-24.698,0.0909,3UYbzEmEKYCix4Mo7OXKqh,Relaxing
59,0.0953,0.104,139.474,0.046,0.784,0.823,0.145,96000,-23.818,0.075,5TeHL0ZEbwCsyax3wQTcVC,Relaxing
60,0.135,0.0825,139.186,0.0363,0.881,0.96,0.215,89143,-23.64,0.0348,31NKBW5ZpOUqCewtOwgN5T,Relaxing
61,0.0682,0.0888,69.968,0.0346,0.957,0.7,0.356,113143,-25.079,0.037,6O5ehFKzr9z2m6FhpivQQj,Relaxing
62,0.168,0.151,71.795,0.0361,0.934,0.806,0.11,106286,-22.321,0.0391,44kSmjN9DIwTJoMBHHEnDM,Relaxing
63,0.189,0.11,140.161,0.0396,0.891,0.948,0.276,116571,-21.931,0.0538,4wISOt1Hp1lkj2dCkipWhy,Relaxing
64,0.206,0.111,69.645,0.0398,0.793,0.929,0.279,106286,-23.779,0.0392,7jHyMwv86JfAoBgALjZbwM,Relaxing
65,0.281,0.0954,64.456,0.0508,0.942,0.903,0.26,92800,-17.586,0.0366,4tP48zuROIWLULwtFmWOIu,Relaxing
66,0.125,0.1,70.059,0.0396,0.941,0.969,0.455,89143,-18.567,0.169,3n7E6nMZXWpWqQoQuJ33SH,Relaxing
67,0.156,0.106,79.857,0.0283,0.887,0.907,0.351,84000,-21.413,0.0397,05hc5PiLZ77HU7Gz8TawgK,Relaxing
68,0.00746,0.121,75.499,0.0473,0.983,0.877,0.353,84444,-26.188,0.0916,19t5Le0ny4yXMDpvevhsrV,Relaxing
69,0.166,0.108,141.003,0.0406,0.954,0.9,0.209,101408,-18.535,0.0904,5D6GS8BXf1BBEPtGQpdIsz,Relaxing
70,0.117,0.107,72.564,0.0343,0.847,0.909,0.155,93333,-19.878,0.0424,2NDFlDpAIDF5G8DYDZv5GV,Relaxing
71,0.116,0.103,71.553,0.0429,0.895,0.735,0.134,98028,-24.784,0.0336,0ZbXIvAR19BGZGc8zafdhl,Relaxing
72,0.192,0.109,48.013,0.0403,0.776,0.991,0.0954,96000,-21.27,0.0345,2zuk45iwW1IhxqpwU9FZjl,Relaxing
73,0.158,0.112,114.691,0.0341,0.926,0.932,0.171,90000,-24.269,0.051,2SMJJ2Mwll31SQZYZMza7h,Relaxing
74,0.0669,0.0629,64.645,0.0408,0.855,0.904,0.231,92055,-28.672,0.0423,23XlKw4XQXL4ZcYU3T2CHy,Relaxing
75,0.13,0.0862,175.74,0.0425,0.778,0.94,0.0927,96667,-27.874,0.0612,2tJcIuKcJyeqDZw983PIP0,Relaxing
76,0.0869,0.0984,62.819,0.0408,0.896,0.973,0.185,96667,-24.648,0.0373,4fnJE1cthnmrDzCcwiNjBV,Relaxing
77,0.175,0.103,91.119,0.0393,0.852,0.954,0.198,126575,-22.329,0.0474,37cfHEoArRTf7AxGpV9Oc2,Relaxing
78,0.108,0.11,71.252,0.0445,0.887,0.883,0.166,90000,-25.641,0.04,5aRaDpIXDKzkY6tOEPGV6b,Relaxing
79,0.239,0.0668,71.886,0.0495,0.959,0.994,0.286,116571,-21.11,0.0392,4qcuA5PtGFrXNBBJwQsgSI,Relaxing
80,0.199,0.131,73.606,0.0336,0.765,0.883,0.128,116757,-20.768,0.0453,2Altc136d7c4gZwdiUgk58,Relaxing
81,0.179,0.0892,128.165,0.0351,0.935,0.859,0.214,98028,-19.328,0.0392,2BRtJnsP6lHRouBThr1wUf,Relaxing
82,0.0717,0.0696,72.244,0.0429,0.975,0.948,0.195,93333,-26.142,0.0358,2Jdyt9OxI3CEA50ZwSpm22,Relaxing
83,0.129,0.115,145.451,0.0342,0.715,0.857,0.176,92055,-24.852,0.0352,6LRAb2JgRHOP6Zv0jptX4k,Relaxing
84,0.0341,0.109,71.671,0.0397,0.929,0.751,0.232,102400,-29.896,0.0345,4mnYHZDp7mraBoCVhp9fS8,Relaxing
85,0.0219,0.0875,139.833,0.0452,0.795,0.752,0.224,113143,-28.395,0.0549,3sOcwWj8Xr5Vpr7yLcyA06,Relaxing
86,0.107,0.0877,112.882,0.0414,0.216,0.677,0.252,97714,-27.718,0.0613,6eLNs7klsD1hwVw6DrTV7o,Relaxing
87,0.17,0.121,82.978,0.0408,0.702,0.81,0.176,99429,-25.314,0.0393,3b5iVZiWEDxJeROcScCYRF,Relaxing
88,0.0537,0.109,75.001,0.0382,0.74,0.736,0.12,88767,-30.992,0.0377,2bGhBaA2pJsKLOgwUQfhdH,Relaxing
89,0.0491,0.0952,110.337,0.0434,0.513,0.793,0.162,113143,-29.867,0.0393,2RVNMYXgfJCfxGSakTNUx2,Relaxing
90,0.0472,0.114,71.918,0.046,0.912,0.85,0.134,109714,-29.955,0.0723,1ka6WYQznjjKZkKYikONiM,Relaxing
91,0.105,0.116,106.983,0.0446,0.941,0.931,0.155,109714,-27.074,0.0387,2v6gDaHkHfojtLeK9Z9Zd6,Relaxing
92,0.131,0.0962,139.308,0.0377,0.667,0.767,0.195,96000,-25.896,0.039,2vl0jpEViZ3gkQMmiCVU34,Relaxing
93,0.066,0.0902,78.261,0.039,0.958,0.955,0.1,96000,-27.605,0.0346,5rAZ18w0BEU3XIkSvVesfQ,Relaxing
94,0.0419,0.0964,65.9,0.0366,0.892,0.926,0.264,96000,-24.491,0.105,1PkYyUW957EtXNL8h7O8h1,Relaxing
95,0.0854,0.104,72.322,0.04,0.845,0.869,0.152,96000,-26.351,0.0747,61OZSwAZFw1oBMGNBDDSxF,Relaxing
96,0.00119,0.112,69.275,0.518,0.996,0.973,0.624,68571,-37.794,0.0,0us61DzC86dpwdtNmM5voY,Relaxing
97,0.00489,0.106,69.818,0.089,0.996,0.973,0.65,75429,-35.817,0.648,7wrElpponSXCWj6DMSSJAL,Relaxing
98,0.161,0.0984,129.46,0.0411,0.53,0.802,0.166,72000,-25.288,0.0773,37K65y2SNf1UMMBg4kbz2G,Relaxing
99,0.0197,0.113,69.542,0.0771,0.993,0.935,0.443,97297,-24.241,0.359,1WZ2e2ayAmeqI5PUNgciJt,Relaxing
0,0.128,0.12,122.199,0.0376,0.961,0.85,0.523,129493,-18.679,0.152,6s9HUUwQLIIwv3PaB28k5U,Relaxing
1,0.696,0.129,119.999,0.0329,0.851,0.901,0.505,635000,-8.214,0.43,278h48eyiWbXhrgb5VtclT,Relaxing
2,0.442,0.111,110.011,0.0267,0.659,0.894,0.728,329307,-13.077,0.33,6vb0X8YcTWaKWY6hl2FLLK,Relaxing
3,0.487,0.0795,129.55,0.0362,0.413,0.81,0.389,484960,-13.267,0.0676,2MdCE51hJOh9N5Hu0IZGbO,Relaxing
4,0.44,0.0966,129.182,0.0364,0.276,0.896,0.225,290339,-11.707,0.197,7wWNhI15N5wEjQC1d01BqT,Relaxing
5,0.251,0.37,114.198,0.0319,0.165,0.0288,0.536,421933,-11.393,0.329,71VA8RThkp9Kr0wbhQRza3,Relaxing
6,0.786,0.0965,125.503,0.0415,0.0127,0.932,0.229,460507,-8.634,0.233,7MoJr319KP4sO2qafiURvm,Relaxing
7,0.638,0.154,108.156,0.0295,0.434,0.954,0.492,325333,-9.095,0.357,058ylCuWsj0Q85LWviID7u,Relaxing
8,0.495,0.108,121.771,0.0271,0.194,0.808,0.594,333759,-11.3,0.33,3aSSM5v4X0i0R7P781cjbk,Relaxing
9,0.262,0.0615,122.992,0.0319,0.107,0.925,0.433,296875,-17.346,0.47,5LBtU80gRMblLnpZDBKCBQ,Relaxing
10,0.424,0.379,122.734,0.0337,0.0535,0.881,0.352,548587,-12.952,0.206,1A2VqNdoncLYrSDxRxgxZZ,Relaxing
11,0.568,0.112,93.246,0.0341,0.555,0.378,0.244,455600,-8.112,0.306,0QCV5tCax1R7yNN6HQMQJx,Relaxing
12,0.721,0.112,118.093,0.0354,0.238,0.519,0.318,511693,-7.68,0.18,61VgWtpg1ZVJys1pPVpciS,Relaxing
13,0.359,0.123,63.192,0.0333,0.172,0.86,0.354,1078875,-7.689,0.0732,1Zc8dko3vYapJnJ6nBH7tt,Relaxing
14,0.426,0.0718,62.451,0.0269,0.307,0.831,0.356,1216922,-11.197,0.409,6oLrv7D89lTEofMck6juDv,Relaxing
15,0.334,0.118,103.017,0.0376,0.00356,0.81,0.564,158893,-10.312,0.0391,7BSZgh9qmNyIqbkGHQzuTy,Relaxing
16,0.478,0.28,124.796,0.0284,0.717,0.713,0.493,560840,-8.133,0.101,5huCa8exUevRP4VW9yaFCy,Relaxing
17,0.0825,0.125,107.664,0.137,0.00638,0.801,0.234,1248752,-9.302,0.0387,4mR0UW4OZAkBkkcOTw49Ix,Relaxing
18,0.408,0.101,76.02,0.0295,0.00533,0.836,0.657,222681,-8.401,0.357,3FfIPZl02Le17YtcgATXmA,Relaxing
19,0.001,0.0926,175.681,0.0319,0.0041,0.861,0.268,1443280,-8.151,0.692,4EGKtxP8frR9b3VlUUsgYj,Relaxing
20,0.521,0.112,144.294,0.0335,0.457,0.694,0.344,491227,-8.552,0.116,2IWZcXsFTM5E7Si9ZAnYuk,Relaxing
21,0.451,0.109,137.66,0.0635,0.841,0.929,0.69,199104,-11.872,0.877,1NL0JUs4xMzZwh5vrEJnPG,Relaxing
22,0.582,0.122,115.029,0.0278,0.229,0.848,0.614,308998,-7.676,0.36,0RfoeJLvPM3yGBs2jhMxkO,Relaxing
23,0.308,0.0948,135.963,0.0319,0.885,0.892,0.511,155313,-15.74,0.0798,2tWw3m1Hj1mCFoZKQmAwul,Relaxing
24,0.576,0.096,155.214,0.0349,0.0197,0.526,0.26,487639,-8.789,0.388,24nzNJqqphaHKU2CfwomRp,Relaxing
25,0.464,0.132,101.32,0.0288,0.00918,0.332,0.252,394893,-10.34,0.155,2fk2gnHDjUELw7czKF7oj6,Relaxing
26,0.238,0.138,118.183,0.0313,0.743,0.821,0.446,442480,-14.681,0.19,2TwqLvoeHpWipZn9weYv82,Relaxing
27,0.312,0.115,131.987,0.0291,0.23,0.828,0.464,393453,-13.511,0.0606,7iEocSBISqDeuKSMUdYehz,Relaxing
